Judge_Point_ID,Common_Point_ID,OHRC_tile_id,TMC2_patch_id,IIRS_row,IIRS_col,Latitude,Longitude_360,Consistency_Score,Max_Sensor_Separation_deg,Three_Sensor_Status,Visualization
JUDGE_0138,CP_000226,1202,6718,148,247,60.934318087186405,355.46302745856104,0.9311043639844782,0.0017961791879965,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0138_three_sensor.png
JUDGE_0139,CP_000228,11092,12854,365,229,60.35143883090034,355.3571259739685,0.9309222032117505,0.0015854762503886,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0139_three_sensor.png
JUDGE_0140,CP_000232,11334,13025,371,244,60.33649941328784,355.4433567860568,0.9305919438827912,0.0015255803396087,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0140_three_sensor.png
JUDGE_0141,CP_000233,4387,8706,218,235,60.74589388634801,355.39288985334747,0.9305671517927808,0.0015980717076973,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0141_three_sensor.png
JUDGE_0142,CP_000236,11202,12943,368,247,60.34447850538273,355.46027674256294,0.9304334833962972,0.0016534849172109,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0142_three_sensor.png
JUDGE_0143,CP_000238,13074,14099,409,229,60.23382409611721,355.3568402679335,0.9302312026373,0.0016903520179707,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0143_three_sensor.png
JUDGE_0144,CP_000239,10825,12689,359,232,60.36737842019557,355.3742856995139,0.9301341031638553,0.0015722399934599,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0144_three_sensor.png
JUDGE_0145,CP_000241,8788,11441,315,223,60.485813583053705,355.3228536908157,0.9300957254449372,0.0018197647472527,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0145_three_sensor.png
JUDGE_0146,CP_000242,1334,6800,151,244,60.926340849947984,355.445875731903,0.9300874881338268,0.0018528162696784,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0146_three_sensor.png
JUDGE_0147,CP_000243,6002,9700,254,229,60.65033735394999,355.35799100496456,0.9300719766669188,0.0017764600453377,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0147_three_sensor.png
JUDGE_0148,CP_000244,4779,8951,227,223,60.72193106168718,355.3231707662235,0.9298108267706096,0.0018587701970695,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0148_three_sensor.png
JUDGE_0149,CP_000247,8923,11524,318,223,60.477853675348506,355.3226002883921,0.9296422568492324,0.0017836457220002,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0149_three_sensor.png
JUDGE_0150,CP_000249,12939,14016,406,229,60.24178193228246,355.357089175254,0.9295452109990529,0.0016612800893364,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0150_three_sensor.png
JUDGE_0151,CP_000251,7585,10698,289,235,60.556638579251256,355.3919897249577,0.929539196529526,0.0017603703019971,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0151_three_sensor.png
JUDGE_0152,CP_000258,513,6299,133,235,60.97404888561128,355.39325710061644,0.9289895245292248,0.0018579728867183,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0152_three_sensor.png
JUDGE_0153,CP_000259,10301,12362,348,247,60.39841616574461,355.4603769847984,0.9288120473478018,0.0015450825621165,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0153_three_sensor.png
JUDGE_0154,CP_000265,3566,8205,201,226,60.79269790722656,355.34044825531834,0.9282452289181105,0.0016738679461001,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0154_three_sensor.png
JUDGE_0155,CP_000269,11359,13019,371,226,60.33549670162901,355.3399758896776,0.9279135345141762,0.0017666210752242,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0155_three_sensor.png
JUDGE_0156,CP_000271,9207,11694,324,235,60.46201613984844,355.392334726638,0.9275032276045324,0.0019327586200855,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0156_three_sensor.png
JUDGE_0157,CP_000273,8129,11031,301,238,60.52481963690944,355.4094028218064,0.9274190874550822,0.0017408760425518,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0157_three_sensor.png
JUDGE_0158,CP_000274,1716,7042,160,223,60.90233314401231,355.32345247137977,0.9274006596701784,0.0018689356625315,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0158_three_sensor.png
JUDGE_0159,CP_000275,12537,13768,397,232,60.26568075962157,355.37447016122775,0.9273787953671964,0.0019216529428546,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0159_three_sensor.png
JUDGE_0160,CP_000282,9886,12110,339,238,60.4222392082858,355.409440698689,0.9268848999816748,0.0018106082841834,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0160_three_sensor.png
JUDGE_0161,CP_000287,1427,6884,154,247,60.91928378549098,355.4625785155096,0.9264303411404337,0.0019613125073927,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0161_three_sensor.png
JUDGE_0162,CP_000291,7869,10868,295,247,60.540791875366345,355.4618388559915,0.9259625773327028,0.0017735193484681,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0162_three_sensor.png
JUDGE_0163,CP_000292,10815,12686,359,223,60.36731460563106,355.3226058047929,0.9259516347028496,0.0018156371468211,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0163_three_sensor.png
JUDGE_0164,CP_000293,12138,13521,388,238,60.28960164789592,355.40849308290854,0.9259470169981916,0.0018871918359825,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0164_three_sensor.png
JUDGE_0165,CP_000294,11636,13187,377,232,60.31961863270264,355.37446484831435,0.9258980941407328,0.0018444060271747,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0165_three_sensor.png
JUDGE_0166,CP_000295,7173,10447,280,229,60.58047666420367,355.3575494956676,0.9257993780192748,0.0015559125287579,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0166_three_sensor.png
JUDGE_0167,CP_000297,5725,9532,248,223,60.66621241117311,355.3232065859579,0.925687112089182,0.001968215375329,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0167_three_sensor.png
JUDGE_0168,CP_000298,8119,11028,300,229,60.52565578517778,355.3575165947049,0.9256747278685477,0.0019816221620877,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0168_three_sensor.png
JUDGE_0169,CP_000300,905,6544,142,223,60.95009171611664,355.323156535324,0.925544946206688,0.001860563821839,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0169_three_sensor.png
JUDGE_0170,CP_000301,3177,7961,192,241,60.81667377324151,355.4271356729466,0.9255427225851248,0.0018903729534343,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0170_three_sensor.png
JUDGE_0171,CP_000302,3856,8377,207,244,60.77689279093898,355.4443852369539,0.925466023712432,0.0019206450744005,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0171_three_sensor.png
JUDGE_0172,CP_000304,5181,9199,236,220,60.69803187861654,355.30564718491405,0.9254101994766066,0.0019890527546333,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0172_three_sensor.png
JUDGE_0173,CP_000305,645,6381,136,232,60.96606809225733,355.3761041086768,0.9252980517904916,0.0015736912027053,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0173_three_sensor.png
JUDGE_0174,CP_000306,7997,10949,298,241,60.53279826543743,355.4263866752265,0.9252748484966548,0.0019924241800844,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0174_three_sensor.png
JUDGE_0175,CP_000309,503,6296,133,226,60.973992077748186,355.340789169454,0.9248489397944288,0.0018931542222049,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0175_three_sensor.png
JUDGE_0176,CP_000310,10548,12521,353,226,60.3832557068229,355.33976033987693,0.9248137100413514,0.001796673795509,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0176_three_sensor.png
JUDGE_0177,CP_000311,12395,13683,394,226,60.273595995229,355.3397837775903,0.9247112767365148,0.0018564696359666,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0177_three_sensor.png
JUDGE_0178,CP_000315,11082,12851,365,220,60.351369838809866,355.3054633420134,0.9245173805088416,0.0019173107547623,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0178_three_sensor.png
JUDGE_0179,CP_000316,5046,9116,233,220,60.70599121000055,355.30589467309954,0.924517211881186,0.0020127027097491,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0179_three_sensor.png
JUDGE_0180,CP_000317,4110,8538,213,229,60.760880590102005,355.35802284219795,0.9244938185846464,0.0017714325948747,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0180_three_sensor.png
JUDGE_0181,CP_000318,10835,12692,359,241,60.36743689338167,355.42597785603584,0.9243396131835876,0.0018686959012074,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0181_three_sensor.png
JUDGE_0182,CP_000322,13753,14515,424,232,60.19404508137203,355.3738621378188,0.9240494795299355,0.00194279291228,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0182_three_sensor.png
JUDGE_0183,CP_000325,4377,8703,218,226,60.74583222748301,355.340713084194,0.9237475755103736,0.0019187060854337,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0183_three_sensor.png
JUDGE_0184,CP_000328,13618,14432,421,232,60.20200562502174,355.37412554666685,0.9236665495679056,0.0018482317531688,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0184_three_sensor.png
JUDGE_0185,CP_000331,9055,11606,321,220,60.46987083050738,355.30566052062994,0.9235529650024112,0.0019348975222109,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0185_three_sensor.png
JUDGE_0186,CP_000337,10423,12441,350,235,60.39127661081943,355.39172169448693,0.923206393549906,0.0017493087236024,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0186_three_sensor.png
JUDGE_0187,CP_000338,1968,7216,166,247,60.88744256780589,355.4632493716067,0.923173622195038,0.0020454286026014,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0187_three_sensor.png
JUDGE_0188,CP_000340,13895,14600,427,238,60.18612584244187,355.40847924762966,0.9230752107336788,0.0018836207791374,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0188_three_sensor.png
JUDGE_0189,CP_000341,12662,13848,400,223,60.257657160014936,355.3226591695182,0.9230195303499598,0.0018168588580765,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0189_three_sensor.png
JUDGE_0190,CP_000342,12260,13600,391,226,60.28155711165448,355.3400293263259,0.9228760518470128,0.0019766072596221,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0190_three_sensor.png
